,Ratings,Reviews,Sentiment
729,5.0,"I've been using the BankBazaar platform for a while. I applied for a ,personal loan via BankBazaar. It was very good, the customer support follow up was also very good. BankBazaar is a convenient platform to apply for various financial products",1
730,4.0,"I took a personal loan from the HDFC Rs. 3.6 Lacs for 5 years. It was amazing, I applied directly but rejected the application. When I applied online I got the loan amount with in 5 days. The interest rate is normal when comparing with the other banks",1
731,3.0,"The process in getting this loan had been smooth and easy, where the loan amount which they had provided also had been satisfactory as well. The interest rate which they where charging had been nominal and there has not been any processing fee",0
732,4.0,"I took a personal loan from the HDFC bank for 2.5 lacs, it was a good experience, the interest was lower. I got the loan amount2-3 days. There were some issues with the address verification. Overall it has been a very good experience in taking a personal from the HDFC bank.",1
733,5.0,"I've been using the BankBazaar services for a while. They offered Excellent service, I got the loan with in 2 days. The customer support follow up was also good during the application. I never faced any issues during the application.",1
734,4.0,"I took a ,personal loan from the Fullerton Rs. 2Lacs for 5 years. The loan experience was good, rate of interest is high. The whole application and the documentation process was smooth and hassle free. I got the loan amount quickly.",1
735,5.0,"I took a personal loan from the HDFC bank for 2 lacs, I applied at the branch  and it was also pre-approved . There were no hassles during the application and documentation. It was a smooth personal loan experience.  The interest rate was also nominal.",1
736,4.0,I've been using the BankBazaar platform for a while. The response was good.  The customer support follow up was also good during the application process.  I never faced any issues during the application and the documentation.,1
737,3.0,I have taken my personal  loan via BANK BAZAAR . The customer  service and responses was up to the mark. The website is very user friendly  and  easy to understand but  few information which is given on the website is not consistent which can be worked on .,0
738,4.0,"My personal  loan was taken with HDB FINANCE. The loan amount was 3,30,000 and the interest rate was satisfactory and the tnrue period was 3 years,. I had a very smooth process here but the documentation was but tedious sine they",1
739,4.0,The process in getting this personal loan had been a little slow and the process has took some delay. The loan amount which they had provided had been satisfactory but the interest rate has been a little high when compared with the market rate. I have taken this loan for the Home Renovation.,1
740,3.0,"I took a personal loan from the HDFC bank for 2.3 lacs, the experience is good, The interest rate was normal. I got the loan amount with in 7 working days, the customer support follow up was also very good. it was a hassle free loan experience with the HDFC bank.",0
741,3.0,"I've been using the BankBazaar platform for a while. The service was good, customer support was good. I got the loan pretty soon. BankBazaar is a convenient marketplace to apply for for various financial products online.",0
742,2.0,I took a  Personal Loan for Rs. 1Lacs From the Tata Capital for 3 years. It was not a good experience.  The customer support is not responding. The interests is too high. There were no additional charges. I am not at all happy with the personal loan experience with the Tat Capital.,0
743,2.0,"I took a personal loan from the Capital First for 3.5 lacs, there were charges. They need to reduce the rate of interest and the service charges associated with their personal loans. I am not happy with the service I got.",0
744,4.0,"I've been using the BankBazaar services for a while. I got the loan amount with in 10 days, Everything was easy, it was a  completely paperless application. The customer support follow up was equally effective during the applciation.",1
745,3.0,"I took a personal loan from the ICICI bank for 4L for 4 years.  It was good, the interest ate is high, there were charges. They need to provide personal loans at a competitive interest rate. The processing charges also should be minimized.",0
746,3.5,"I took personal loan from the Bajaj Finance for 160000, the interest rate was high, I am paying an EMI 6700. I got the loan instantly. They need to reduce the interest rate and make it in par with the other vendors in the market. Other than that it was a smooth personal loan experience.",0
747,3.0,"I took loan of 4 lac from the Capital First, I've applied via agent. I got the loan amount with in 2 months, there was a considerable delay processing the application and documentation. The interest rate was normal. They need to process the loan application more quickly.",0
748,5.0,I had an amazing experience with BANK BAZAAR . This is my first approach and i had a very good customer  service . They responded very quickly and i did not expect that the  process will be very easy here. I am very impressed overall.I am,1
749,4.5,"I have taken my personal loan wit HDFC bank. The process was quiet smooth and hassle free . The loan was disbursed with in a week which is amazing . I have taken 2 lakhs  and the interest rate was but high when compared with other banks ,. The tenure",1
750,5.0,"I've taken a personal loan from the HDFC bank for 50000. The rate of interest was fair, it was long back and the whole application process and the documentation was easy and hassle free. Overall it has been a smooth loan experience with the HDFC bank.",1
751,3.5,My experience was really good with BANK BAZAAR . The customer service and responses was satisfactory  . This is my first experience and there is no issues faced with the  service. The mobile application is very convenient and user friendly  so I would like to recommend to others.,0
752,4.5,I have taken my personal loan with HDFC bank. The loan amount was 2 lakhs  and the interest rate was high . The tenure period was 5 years . The customer  service and responses was really good. I had a very satisfactory loan process  and even the,1
753,4.0,BANK BAZAAR is  a good platform for  all the financial products. The customer  service and responses was excellent . This my first  experience  here . The website  was very user friendly   and easy to navigate.I have even downloaded  the mobile application but i always prefer web portal.,1
754,4.0,MY credit card was taken with HDFC Bank. The process was very  excellent here . The interest rate was satisfactory and the loan amount was 5 lakhs . The EMI period was 5 years . I have faced  few issues  and those are negligible. The documentation,1
755,4.0,My experience was really good with BANK BAZAAR . The customer  service and responses was quite good and there are no inconvenience faced . This is my first  experience  and i use their website which has many  good options on banks and interest rate  The website  is very user friendly .,1
756,4.0,"I have taken  personal loan with EARLY SERVICE . The process was very  good this time but when  Initially they 2-3 times they did not process my application which is disappointing .I have taken 10,000 and the interest rate was also good and the",1
757,4.5,My experience was really  very satisfactory  with BANK BAZAAR . The customer  service and responses was quote good and excellent . I have sue their Mobile application which is very user friendly  and Easy access  so I would like tor recommend to  others,1
758,5.0,I  have taken my personal loan with CITI bank . I had  a wonderful experience  here . The loan amount was 4 lakhs and the interest rate was quite satisfactory  The EMI period was 5 years . The process was very excellent and they have,1
759,4.0,My experience was rally good with BANK BAZAAR . The customer  service and  responses was up to the mark. This is my first  experience and the website is very   amazing . The web portals accuracy and speed is good so I would like to recommend to others.,1
760,3.0,My personal loan was taken with INDUSIND bank . The loan amount was 2 lakhs   and the EMI period was 2 years . The interest rate was satisfactory but it was not paperless process and they have taken much time for processing itself .The customer,0
761,4.5,Bank bazaar is a good platform for all the financial products . The customer  service  and responses was up to the mark.I have applied  through the website  which  is very  user friendly and easy to navigate. The web-portal's accuracy and speed is good.,1
762,4.0,"My personal loan was taken with FULLERTON. The process was  very  good and the loan amount was 79,000 . The interest rate was  very high and the tenure period was 4 years . The  customer  service  and responses was good. The documentation was very  smooth and  the processing  fee was high.",1
763,4.0,BANK BAZAAR is a good platform for  all the financial products. The customer  service  and  responses was amazing . This is my first experience here. The website is very much user friendly  and easy to navigate . The web portals accuracy and speed is good. There are no complications faced .,1
764,4.5,My personal loan was taken with TATA CAPITAL. The loan amount was 1.5 lakhs  and  the interest rate was satisfactory . The customer  service and responses was very good. Its a paperless process and there is no processing  fee at all. I had a very,1
765,4.0,I had a   very excellent experience with  BANK BAZAAR. The customer  service and response was amazing .Its a paperless process and it was very hassle free also. I  was getting all the updation in time and there is no complications faced  here. The,1
766,5.0,My personal  loan was taken with INDUSIND bank . The loan amount was 5 lakhs   and the interest rate was very satisfactory and the tenure   period was 4 years . I had an excellent process  here . There is no processing fee which is quite satisfactory  and its a,1
767,4.0,My experience is really amazing with BANK BAZAAR . The customer  service and responses was quite good . I have used their  website first  which was very user friendly  and later i started using the mobile application also which is very  satisfactory,1
768,4.0,My personal loan was taken with HDFC bank The loan amount was 2.5 lakhs  and the tenure period  was 5 years. Their interest rate was very high but the process was quite good . They have provided door  step  service  for collecting  documents and the,1
769,2.0,"My personal loan experience was not up to the mark with HDB financial services, customer service was not up to the mark and there was no proper response. I was not able to track how much EMI i have to pay for the month and the rate of interest is way high when compared to others.",0
770,3.5,"I have taken a personal loan with HDFC bank and my experience was good, the loan amount was for Rs 2.5 lakhs with nominal interest rate when compared to other banks. There is no foreclosure allowed till 1 year. The tenure period of this loan is 2 years  and the customer service was good.",0
771,5.0,"My personal loan experience was very good with Karur Vysya bank, the loan amount was for Rs 1.5 lakhs with nominal interest rate when compared to other nationalized banks. Customer service was good and they followed up on time. The tenure period for this loan is 2 years.",1
772,4.0,"I have taken a personal loan with HDFC bank and my loan experience was good, the loan amount was for Rs 2 lakhs with nominal interest rate when compared to other banks. Customer service was good and they followed up on time. The tenure for this loan is 2 years.",1
773,5.0,I am using bank bazaar services for past few months. I came to know about this website through advertisement. While getting this card the process is so smooth i did not face any issue related to documents. Even i am using mobile application of,1
774,1.0,"My personal loan was taken with KOTAK BANK 1.5  years back. Te loan amount was 93,000 but the interest rate was very high . The tenure period was 36 months but i pre closed it and they have collected 5% as pre closing charge. They have",0
775,5.0,My personal loan was taken with HDFC bank 2  years back.The loan amount was 2.5 lakhs  and the interest rate was satisfactory . The EMI period was 4 years  and I have taken a top up loan also 1 year back. The process  took  Its  4 days and they have,1
776,3.0,I don't gone through their customer care service so far. They have given me a interest rate of 14.5% which is very high. I have got the loan amount of Rs. 4 lakhs and they have charged mea 4% as processing fee. I have taken the tenure period of 5,0
777,4.0,"My personal loan was taken with HDFC Bank 1 month back. The loan amount was 2,50,000 and the interest  rate was satisfactory . The customer  service and responses was up to the mark. The tenure period was 48 months . The documentation",1
778,5.0,"It has been a very good service which they had provided so far. The process in getting this loan had been very good and the loan amount which they had provided had been satisfactory as well. After applying the loan has been disbursed immediately,",1
779,4.0,"I have taken a personal loan with Capital First and my loan experience was good, the loan amount was for Rs 1.5 lakhs with nominal interest rate when compared to others. Customer service was good, they followed up on time and the tenure period is 4 years.",1
780,4.5,"I have taken a personal loan with HDFC bank and my experience was good, the loan amount was for Rs 3 lakhs with 1 lakh top up loan. The rate of interest was nominal when compared to others. Customer service was good, the tenure period was",1
781,3.0,It has been a very good experience with this loan and the loan amount which they had provided had been satisfactory. The banking services went well and there hasn't been any hassle with the banking services. The interest rate with them had been less,0
782,3.0,It has been a very good experience in getting this Personal Loan and the loan amount which they ha provided had been satisfactory. The interest rate has been good when compared with the market rate. Their staff has been prompt and had been,0
783,5.0,The process in getting the loan had been very good and the loan amount which they had given has been satisfactory as well. The interest rate has been lower when compared with the other banks. There has not been any issues faced with the,1
784,3.0,"My personal loan was taken with HDFC bank 4 months back. The loan amount was 1,4000 and the  interest rate was very high . The tenure period was 3 years . I am satisfied with the service  here . The process was very good and the documentation was",0
785,5.0,"I have taken my personal loan with HDFC bank 5 years back..The loan amount was 1,50,000 and the interest rate was very satisfactory . The tenure period was 3 years . The customer  service  and  responsiveness was up to the mark. I had a very",1
786,4.5,"My personal loan was taken with ICICI bank 3 years back. The loan amount was 2.5 lakhs  and the interest rate was satisfactory . The EMI period was 5 years . The process was very good and they have sanctioned the loan wit the committed time,. They",1
787,3.5,I have taken my personal loan with HDFC bank 2 months back. The loan amount was 3 lakhs  and  the tenure   period was 5 years . Their interest rte was also very satisfactory . I had a very good loan process here . It was a completely paperless,0
788,4.0,"I have taken personal loan from Hdfc bank for 5 lakhs  ,  as the rate of interest is nominal one  . Paying the payments through Ecs . They took 8-9 days  for approval and documentation  as instant approval process .The customer service and response is",1
789,5.0,"I have take personal loan from the Hdfc bank  which they approved in 1 day and the amount is reflected in next day ,its instant approve process. As am not satisfied with the rate of interest which is quiet high. They provided the tenure period of 24",1
790,3.0,"It has been a very good experience with this loan, there has been some charges of 16% and the process in getting this loan had been easy and simple. The loan amount which they had provided had been satisfactory and there has not been any processing fee which they had been charging.",0
791,3.5,"I have taken a personal loan with HDFC bank and my loan experience was good, the loan amount was for Rs 3 lakhs with 11.75% as interest rate which is nominal in market. They charge 2% for preclosure. Customer service was good with HDFC bank and the tenure period is 3 years.",0
792,5.0,The process in getting the loan had been very good and the loan amount which they had provided had been satisfactory as well. I had taken this loan for the purchase of one of the land. There has not been any sort of processing fee which they had taken,1
793,5.0,"I have taken a personal loan from the Citibank for 4 lacs , The interest rate mis very high. I got the loan amount with in a day and credit to the account. The application and the documentation was really easy and hassle free. They need to lower the interest rates in par with other providers.",1
794,3.5,"I have taken a personal loan from SBI and my loan experience was good, the loan amount was for Rs 2 lakhs with nominal interest rate when compared to other banks. Customer service was good and they followed up on time. There are no preclosure",0
795,3.0,I have taken personal loan from the State bank of India   which took around 1 week for approval and documentation . Am satisfied with the rate of interest 10.4% which they have provided . They charged Rs 8000 for processing fees  with the,0
796,3.5,"Got my personal form Hdfc bank , as the rate of interest is high They are giving loan and fixing rate of interest based on the person which could have been avoided  . Making the payments through Ecs . Got approved in just one hour as instant approval",0
797,5.0,"Got my personal loan form icici bank , they instantly processed  for documentation and approval process  . Rate of interest is also nominal one compared to other banks, their customer service and response is good.Made payments through ECS .The tenure period is 3 years",1
798,3.0,Its instant loan approval process  which i took from Bajaj fin serve for personal loan . The approval was so quick as they did in 2-3 days  amount reflected in my bank account . The rate of interest is high  compared to others  . They gave tenure period of 1 years . Overall their service and response is good.,0
799,3.0,"I have taken a personal loan with HDFC bank and my experience was average, the loan amount was for Rs4.8 lakhs with rate of interest of 14% which is nominal rate. The process was smooth and i received my loan amount on time. Customer",0
800,4.0,I have taken personal loan from Axis bank its instant approved loan through their mobile application.   . Am satisfied with the rate of interest  which they have provided . There is processing fees for the loan which is nominal one. I make the,1
801,4.0,Its instant paperless approval personal loan which i got from  icici bank. Based on the number of transaction which i made with icici. As the rate of interest is satisfactory  but it is acceptable  based on our urgency. Their customer service is way good an,1
802,5.0,"It has been a very good experience with them so far, and the process in getting the loan had been very smooth and easy. The loan amount which they had provided had been satisfactory and i had taken this loan for my home renovation. The interest rate",1
803,3.5,I've taken a personal loan from the HDFC bank for 70000. There is no flexibility and the loan experience was good. The process and the application was smooth and hassle free. They need to provide more flexible options  for their customers...,0
804,4.0,I've taken a personal loan from the Bajaj Finserv for 5 Lacs. Their Flexipay service is really useful. In case if you do not need the full amount you can keep the amount in reserve and the interest is applicable for the only amount you take which is,1
805,3.5,"My personal loan experience was good with HDFC bank, the loan amount was for Rs 2 lakhs with 13% interest rate which is nominal rate. The process was quick and the loan amount was disbursed on time. 2% charges are applicable for preclosure of the loan and the tenure period is 3 years.",0
806,5.0,"I have taken a personal loan with HDFC bank and my experience was good, the loan amount was for Rs 10 lakhs with nominal interest rate when compared to others. Customer service was good and they followed up on time. The tenure period for this loan is 5 years.",1
807,4.0,"I've take a personal loan from the Yes bank for 2 lakhs. It was not good, the associate told me 13.29% but the bank is charging 14 %. I am paying an EMI of 9803 for 24 Months.  There were also hidden charges too when it comes to the YES bank with respect to personal loan.",1
808,5.0,"I've taken a personal loan from the Kotak Mahindra bank. I have taken 1 lac, I got the loan with in 2 days. I applied online banking. The interest rate is low. It was a very fast personal loan experience with the bank and their services.",1
809,4.0,My personal loan was taken with HDFC bank  1 year back. The loan amount was 5 lakhs  and the interest rate was satisfactory . The tenure period was 5 years . The process was very quick and satisfactory . I have got the loan with in a day. Here,1
810,2.0,My personal loan was taken with SBI 2  years back.The loan amount was 2 lakhs  and the interest rate as very high . The EMI period was 5 years .The process was very slow and they have delayed processing it .The documentation was smooth .hey,0
811,4.0,I took loan personal loan from the Tata Capital for 4.25 lacs. I got the loan amount with in 15 days cheque. The interest rate was 14% initially   and they reduced the interest rate to 13.5% Overall it has been a good experience so far. They need to lower the interest rates.,1
812,4.5,I had chosen to go with them since i was holding my salary account from the same bank. The process in getting the loan had been very easy and smooth. The loan amount which they had given had been okay and the interest rate with them had been,1
813,5.0,The process in getting the loan had been very smooth and easy and the loan amount which they had provided had been satisfactory. The interest rate with them had been average and there has not been any hassles faced during the process and with,1
814,5.0,It was a too expensive loan where the interest rate with them had been on the higher end. The process in getting the loan had been simple and smooth and  the loan amount of 1.25L which they had provided me has been satisfactory. There has not been any,1
815,4.0,My personal loan was taken with BAJAJ 1 years back. The loan amount was 1 lakh  and the interest rate was bit high and the tnrue period was 2 years . The process was  very immediate and hassle free . I have upload ll my documents through on line so i,1
816,4.0,"My personal loan was taken with BAJAJ 6 months back. The loan amount was 1,40,000 and the interest rate was very high . The tenure period was 4 years . The  process  was very simply and the documentation was very simple. They have provide",1
817,4.0,My personal loan was taken with AXIS Bank 6 months back. The loan amount was lakhs and the interest rate was very high but the service was amazing . The tenure period was 36 months. I had a very hassle free process and smooth,1
818,3.0,"My personal loan was taken with HDFC Bank 1 month back. The loan amount was 1,90,000 and the interest rate was very satisfactory . The customer service and responses was good. The tenure period was  3 years .The staffs were very",0
819,5.0,"I took a ,personal loan from the HSBC bank. The loan amount was 6 lacs,   I applied for the loan via an HSBC executive. I got the loan with in 3 days, it was quick.   The interest rate is higher side but they promised that there will be a revised rate soon.",1
820,5.0,"I took a personal loan from the HDFC bank. The loan amount was 15 lacs, it was quite fast and the processing was very fast.  The interest rate was low when comparing to other banks. Overall it has been  a very good loan experience with the HDFC bank.",1
821,5.0,It had been a very good experience i had with them in taking this personal loan where the process in getting the loan had been easy and smooth where the loan amount also had been satisfactory. The interest rate had been good with them where it,1
822,4.0,"I have taken a personal loan with ICICI bank and my loan experience was good, the loan amount was for Rs 2 lakhs with nominal interest rate when compared to other banks. I received my loan amount on time and there are no preclosure charges. The tenure period for this loan is 2 years.",1
823,3.5,I had taken this loan almost a year back and it had been a very good experience with them. The loan amount which they where providing had been satisfactory and the interest rate with them has been okay and it was not that high. There has not been any issues faced with the services of them.,0
824,5.0,ICICI is extremely is good in all their products. I have purchased this personal loan 4 months back. They have provided me interest rate 14.75% which is very nominal and processing fee is Rs. 2000. I used to pay the EMI of Rs. 4850. Actually i have,1
825,5.0,It has been a very good experience i had with them and the loan amount which they had provided had been satisfactory and the interest rate with them also had been good as well. The services from the staff and their customer support also had been well and good.,1
826,5.0,The process in getting this loan from them had been good and the loan amount which they had provided had been satisfactory. The interest rate has not been too much high or too much low when compared with the market. There has not been any,1
827,5.0,The process in getting the loan had been very good and the loan had been satisfactory. The interest rate with them had been average and it has not been that low when compared with the market rate. I had taken this loan for my personal purpose,1
828,5.0,It has been almost a year since i had taken this loan. It had been a very good experience with them where the process has been simple and easy in getting this loan. The loan amount which they had provided had been very good and the interest rate,1
829,3.5,My personal loan was taken with HDFC bank 1 month back. The loan amount was 5 lakhs  and the interest rate was satisfactory . The tenure period was 5 years . The process was good and the documentation was very simple .I  have applied,0
830,4.0,It had been a better experience i had with the services of them. The loan amount which they had provided had been satisfactory and the interest rate which they ahd been offering has been average or normal compared with the market rate.,1
831,4.0,"I have taken a personal loan with Bajaj Finserv and my loan experience was good, the loan amount was for Rs 78000 with nominal interest when compared to others. Customer service was good and they followed up on time. The tenure period for this loan is 18 months.",1
832,5.0,It had been a very good experience with Bank Bazaar services and whenever i used to search for any products i used to get immediate response from their side. They had been explaining everything clearly and i am happy with all the,1
833,5.0,I had chosen to go with them since the interest rate has been low with them. The whole process in getting the loan had been very good where it had been simple. There has not been any sort of processing fee or extra charges which they had,1
834,4.0,It had been a very good experience with them and the process in getting the loan had been easy and smooth. The loan amount which they had provided had been satisfactory. The interest rate with them had been normal compared with the market rate. I had taken this loan for my personal usage.,1
835,4.0,It had been a very good experience with the Bank Bazaar services and i had been using the services of them for a very long time. I have also taken my insurance policy through Bank Bazaar. I had been using the mobile application of them and it had,1
836,4.0,"It had been a very easy and smooth process in getting this loan. The loan amount which they had given had been less than i expected, the loan was for ten thousand but after the approval they had taken some amount from it for the processing or so",1
837,5.0,The process in getting the loan had been smooth and easy and there has not been any processing fee charged by them. The loan amount which they had provided had been satisfactory and the interest rate with them had been nominal and it was around,1
838,5.0,My personal loan was taken with CITI bank 1 month back. The rate of interest was very high and the loan amount was 1 lakh . The EMI period is 2 years . The process was quite easy and i had a simple documentation since i am holding a card,1
839,5.0,"I have taken this personal loan 3 months back. I have applied the loan amount of Rs. 2.5 lakhs and they have sanctioned the same. They have credit the money after deduction of GST, Processing fee and insurance. They have offered me a interest",1
840,3.5,"I have taken a personal,loan from the HDFC bank for 8 lacs. The interest rate was 14% but the banking services were good. They also sold an insurance policy with the loan which wasn't good. Overall it was comparatively better.",0
841,2.0,"I have taken a personal loan from the ICICI bank for 3 lacs.  There were hidden charges, The interest was also higher, overall it hasn't been a good experience taking personal loan from the ICICI bank. They need to get ride of additional hidden charges.",0
842,3.0,They have offered me a interest rate of 10.99 % which is very low compared to other banks. I have applied the personal loan amount of 5 lakhs and they have sanctioned the same. I don't remember about the processing fee. I used to pay the EMI,0
843,5.0,"I took a personal loan from the HDFC bank for 60000, the interest rate was good 13-12% when I have applied for the loan. I got a better offer as the interest rate has been changed drastically. I am happy with the personal experience with the HDFC.",1
844,5.0,"I have taken a personal loan with CITI bank and my loan experience was good, the loan amount was for Rs 1.5 lakhs with nominal interest rate when compared to other banks. Customer service was good and the tenure for this loan is 4 years. No preclosure is allowed for first 6 months.",1
845,4.5,"I have taken a personal loan with HDFC bank and my experience was good, the loan amount was for Rs 3 lakhs with nominal interest rate when compared to other banks. The charges are very minimal for this loan. The tenure period for this",1
846,4.0,My personal loan was taken with HDFC Bank 4  years back. The loan amount was 5 lash and the interest rate was satisfactory . The EMI period was 4 years  .I had a smooth documentation and the processing  fee was also very nominal. The,1
847,0.5,"I've taken a personal loan from the Bajaj Finserv for 60,000 and I only get 52,963, the loan process was easy and hassle free. But the interest rate was very high with them. I am paying the EMI of 2267 per month. That is am Paying as 55,037 amount as",0
848,4.0,"My personal loan was taken with ICICI bank 1 year back. The loan amount was 3,20,000 and the interest rate was but high than other banks. The tenure period was 4 years . The customer service and responses was up to the mark. I had a smooth",1
849,3.0,"I have taken a personal loan with AXIS bank and my experience was good, the loan amount was for Rs 2 lakhs with nominal interest rate when compared to other banks. Processing fees were nominal and the customer service was good. The tenure for this loan is 5 years.",0
850,4.0,My personal loan was taken with AXIS bank 1  year back. The loan amount was 2 lakhs and the interest rate was bit high . The EMI period was 3 years . I had a good and hassle free process. The documentation was very simple and the processing,1
851,3.0,I have taken personal loan from Hdfc bank . The rate of interest is promising one which is too nominal. They gave tenure of 3 years . I make the payments through Ecs .  They did instant  approval for documentation and approval with in 1 days,0
852,5.0,My personal loan was taken with HDFC bank 8 months back. The loan amount was 1.5 lakhs  and the interest rate was very satisfactory .The customer  service  and responsiveness was really good. The EMI period was 2 years . Its a insta loan,1
853,5.0,I have taken personal loan  from Canara bank as they have provided nominal rate of interest with zero processing fees . They instantly approved with 1-2 days . They gave the tenure period of 10 years .Payments get auto debited from my salary .,1
854,5.0,"My personal loan experience was good with HDFC bank, the loan amount was for Rs 7.5 lakhs with high interest rate when compared to other banks. I was not informed about the processing fee. Customer service was good and they responded on time. The tenure for this loan is 3 years.",1
855,1.0,I took a personal loan from the HDFC bank. I got the loan with in 3-4 days. Once the corporate account was converted to the savings account they started charging and every time I deposit the loan EMI it bounces back due to the unwanted charges.,0
856,4.5,"I've taken a  personal loan from the ICICI bank for 4 Lacs, I got the loan with in week,  the interest rate is low. I am paying an EMI  of 9000 per month. It has been a pleasant loan experience with the ICICI bank. I never faced any issues during the application.",1
857,3.0,I took a personal loan from the ICICI bank for 1.5 lacs. The interest rate was pretty high when comparing to other loan experiences I have and other than that there were no issues with the loan experience. They need to lower their interest rates and keep it in par with the market rate.,0
858,5.0,"I took a personal loan from the HDFC bank for 9.57 Lacs, the interest rate is 10.99 % which is nominal when comparing with other banks in the market. . I got the loan with in 5 days. There was no hassle and the whole application and the documentation was also seamless.",1
859,4.0,"I have take personal loan from the axis bank which they approved in 7-8 day and the amount is reflected in next day ,its instant approve process. As am not satisfied with the rate of interest which is quiet high. They provided the tenure period of 3",1
860,4.0,I have got a insta loan service against the ICICI credit card. The customer care servicer is awesome. I have purchased this insta loan in the year of February 2017. I have got a loan amount of 2 lakhs. They have offered me a interest rate of,1
861,5.0,I have taken personal loan from Hdfc bank . Am satisfied with the rate of interest  which they have provided . There is processing fees for the loan which is nominal one. I make the  payments through Ecs  every month . They gave the tenure period of 3,1
862,4.0,"Got my Jumbo personal loan from HDFC bank , It got instantly approved through mobile application of Hdfc bank where the Rate of interest is also high compared to other banks, their customer service and response is good.Made payments through ECS",1
863,2.0,This service is so long. Its a time taking process. There is no proper response form the bank as well as the customer care. I have applied the loan amount of around 2 lakhs. They have offered me a interest rate of 12.5%. They have provided me a 1,0
864,3.0,"They are giving the information about all the banks. The total channel service is there about all the banks. I have been using this bankbazaar website for 2 months. I had a mobile application is there in my mobile. But at times, the bank is asking me to",0
865,1.5,They rejected the personal loan and the reason being components of salary. they are not charging for provident fund. I have applied the loan amount of 7 lakhs and now I'm not interested to take that loan anymore. I never called their customer care,0
866,3.5,"The bankbazaar people kept calling me and keep on updating me. I would appreciate if bank and bankbazaar is on the same page, to avoid the communication gap. I came to know bankbazaar through television advertisements. I had visited the",0
867,1.0,It is okay to loan get rejected. There should be some problem in my side. For that they did not given any call from Kotak. I did not received the message like loan application number and details of the loan. I'm still looking for the loan of 2 lakhs. It,0
868,5.0,"I have taken a personal loan with HDFC bank and my loan experience was good, the loan amount was for Rs 1.5 lakhs with nominal interest rate in the market. Customer service was good and they followed up on time. I have completed one year of EMI and the remaining is 3 years.",1
869,4.0,"I had taken this loan almost six years back and the services which they had provided had been good. The process in getting the loan had been good and the interest rate has been low as well. Their customer support also had been good as well,",1
870,4.0,I had taken this loan from them in the year of 2015 and the process in getting the loan had been easy and smooth. The loan amount which they had provided had been satisfactory but the interest rate with them had been on the higher end but it has not been a problem.,1
871,3.0,"I had taken this loan a very long time back and it had been closed in the year of 2016, the process in getting the loan had been good and the loan amount which they had provided had been satisfactory. The interest rate with them also had",0
872,5.0,It had been a very good experience with them as they had made the process simple and easy and the loan amount also had been good. The interest rate which they had offered also had been good as well. There has not been any hassles faced with the banking services offered by them.,1
873,5.0,The process in getting the loan had been very good and the staff responses had been very good. The interest rate with them had been less when compared with the other banks in the market. The loan amount which they had provided also had been good.,1
874,4.0,"My personal loan was taken with SBI 7 years back. The loan amount was 1.57,000 and the interest rate was bit higher than others .The tenure  period was 4 years . The customer   service and responses was good. They have sanctioned the loan with the committed time. The processing  fee was nominal.",1
875,5.0,My personal  loan was taken with HDFC bank 3 months back. The loan amount was 1 lakh  and the interest rate was bit high and the tenure  period  was 1 year . I am happy with the customer  service and responses here. The efficiency and the,1
876,5.0,"I've taken a personal loan from the TATA Capital. I received the personal loan in time, the interest rate Tata 12%, I got the loan amount with in 1 week.  It was a hassle free personal loan experience with the TATA Capital.",1
877,5.0,"I've been using the BankBazaar platform for a while. It was good but I haven't received the voucher yet, I am going to contact the support regarding the same. Other than that it has been a fantastic experience in applying  a personal loan via the BankBazaar.",1
878,5.0,"I've taken a personal loan from the Tata Capital Online. It was a fantastic experience, everything was online, the application and the approval. I got the loan amount with in 6 days. It was a very smooth  personal loan process with the Tata Capital. The interest rate was also fair.",1
879,5.0,"Infact, This is my first experience with bankbazaar. I have applied for a personal loan via Bankbazaar.  I got the loan amount with in 48 hours and the customer support follow up was equally good during the process which I liked the most here..",1
880,5.0,I've taken a personal loan form the IndusInd bank.I got the money with in 58 hours. The interest rate was high when comparing with the other banks but it was a smooth loan application process. I am really happy about their super-fast services.,1
881,5.0,"I've taken a personal loan from the ICICI bank for 10000, it was also a good experience. The interest rate was in par with the market rate. I have taken 10000, I got the loan amount in no time. Their customer support is also pretty much good.",1
882,5.0,I've been using the BankBazaar platform for a while. I have applied for a personal loan via Bankbazaar. The customer support follow up was really good during the process. It has been a hassle free loan application process with the BankBazaar.,1
883,3.0,"I've taken an short term loan from CashE online. It was good, every-time they're asking for verification email from my office email id. Adhar pan. I got the loan amount. After getting the laon amount also they are asking for the verification.",0
884,5.0,The process with HDFC Bank has also been good in the persona loan. The customer services and response is good and there are no hassles in the process. I got the loan on time and the interest rate and charges is normal too. Till date it is a hassle free experience.,1
885,5.0,Axis Bank is good in the personal loan too. They provided the loan without any issues. The customer services and response is good and there are no hassles in the documentation. The interest rate and charges is normal too. The after loan services is fine.,1
886,1.0,I had taken a over draft loan with Bajaj Finserv. It has not been a good experience as there were hidden charges and the pre closure was very hectic and there was no clarity. I am not happy with the services and the process and I would not recommend them.,0
887,4.0,I earlier had a personal loan with HDFC bank. The customer services and response is good in the process. I got the loan in between 2014 to 2015. The rate of interest is around 14% which is on the higher side. The processing charges were waived off too.,1
888,4.0,"It was a good experience with bankbazaar so far, they provide good services when compared to others in the market. Customer service was good with bankbazaar and they responded on time. The website of bankbazaar is easy to use and is user firendly.",1
